word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition,Group
脏,"髒,臟",zàng,zang4,2,二级,dirty/filthy/to get (sth) dirty,Group 48
早餐,早餐,zǎo cān,zao3 can1,2,二级,"breakfast/CL:份[fen4],頓|顿[dun4],次[ci4]",Group 48
早晨,早晨,zǎo chén,zao3 chen2,2,二级,early morning/CL:個|个[ge4]/also pr. [zao3 chen5],Group 49
早就,早就,zǎo jiù,zao3 jiu4,2,二级,already at an earlier time,Group 49
怎么办,怎麼辦,zěn me bàn,zen3 me ban4,2,二级,what's to be done,Group 49
怎么样,怎麼樣,zěn me yàng,zen3 me yang4,2,二级,how?/how about?/how was it?/how are things?,Group 49
怎样,怎樣,zěn yàng,zen3 yang4,2,二级,how/what kind,Group 49
站,站,zhàn,zhan4,2,二级,station/to stand/to halt/to stop/branch of a company or organization/website,Group 49
占,"占,佔",zhàn,zhan4,2,二级,to take possession of/to occupy/to take up,Group 49
站住,站住,zhàn zhù,zhan4 zhu4,2,二级,to stand,Group 49
长,長,zhǎng,zhang3,2,二级,chief/head/elder/to grow/to develop/to increase/to enhance,Group 49
长,長,zhǎng,zhang3,2,二级,chief/head/elder/to grow/to develop/to increase/to enhance,Group 49
长大,長大,zhǎng dà,zhang3 da4,2,二级,to grow up,Group 49
照顾,照顧,zhào gù,zhao4 gu4,2,二级,to take care of/to show consideration/to attend to/to look after,Group 49
找出,找出,zhǎo chū,zhao3 chu1,2,二级,to find/to search out,Group 49
照片,照片,zhào piān,zhao4 pian1,2,二级,"photograph/picture/CL:張|张[zhang1],套[tao4],幅[fu2]",Group 49
照相,照相,zhào xiàng,zhao4 xiang4,2,二级,to take a photograph,Group 49
这么,這麼,zhè me,zhe4 me,2,二级,so much/this much/how much?/this way/like this,Group 49
这样,這樣,zhè yàng,zhe4 yang4,2,二级,this kind of/so/this way/like this/such,Group 49
这时候,這時候,zhè shí hòu,zhe4 shi2 hou4,2,二级,at this moment,Group 50
真正,真正,zhēn zhèng,zhen1 zheng4,2,二级,genuine; real; true/really; indeed,Group 50
正常,正常,zhèng cháng,zheng4 chang2,2,二级,regular/normal/ordinary,Group 50
正好,正好,zhèng hǎo,zheng4 hao3,2,二级,just (in time)/just right/just enough/to happen to/to chance to/by chance/it just so happens that,Group 50
正确,正確,zhèng què,zheng4 que4,2,二级,correct; sound; right; proper,Group 50
正是,正是,zhèng shì,zheng4 shi4,2,二级,is precisely,Group 50
纸,"紙,帋",zhǐ,zhi3,2,二级,"paper/CL:張|张[zhang1],沓[da2]/classifier for documents, letter etc",Group 50
直接,直接,zhí jiē,zhi2 jie1,2,二级,direct (opposite: indirect 間接|间接[jian4 jie1])/immediate/straightforward,Group 50
只能,只能,zhǐ néng,zhi3 neng2,2,二级,can only/obliged to do sth/to have no other choice,Group 50
只要,只要,zhǐ yào,zhi3 yao4,2,二级,if only/so long as,Group 50
只,"隻,秖,只,祇,衹",zhǐ,zhi3,2,二级,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",Group 50
中餐,中餐,zhōng cān,zhong1 can1,2,二级,"lunch/Chinese meal; Chinese food/CL:份[fen4],頓|顿[dun4]",Group 50
重点,重點,zhòng diǎn,zhong4 dian3,2,二级,important point; main point; focus/key (project etc)/to focus on; to put the emphasis on,Group 50
中级,中級,zhōng jí,zhong1 ji2,2,二级,middle level (in a hierarchy),Group 50
重视,重視,zhòng shì,zhong4 shi4,2,二级,to attach importance to sth; to value,Group 50
中年,中年,zhōng nián,zhong1 nian2,2,二级,middle age,Group 51
中小学,中小學,zhōng xiǎo xué,zhong1 xiao3 xue2,2,二级,middle and elementary school,Group 51
中心,中心,zhōng xīn,zhong1 xin1,2,二级,center; heart; core,Group 51
中医,中醫,zhōng yī,zhong1 yi1,2,二级,traditional Chinese medical science/a doctor trained in Chinese medicine,Group 51
周,"周,週",zhōu,zhou1,2,二级,week/weekly/variant of 周[zhou1],Group 51
周末,週末,zhōu mò,zhou1 mo4,2,二级,weekend,Group 51
周年,週年,zhōu nián,zhou1 nian2,2,二级,anniversary/annual,Group 51
住房,住房,zhù fáng,zhu4 fang2,2,二级,housing,Group 51
主要,主要,zhǔ yào,zhu3 yao4,2,二级,main/principal/major/primary,Group 51
住院,住院,zhù yuàn,zhu4 yuan4,2,二级,to be in hospital/to be hospitalized,Group 51
主人,主人,zhǔ rén,zhu3 ren2,2,二级,master/host/owner/CL:個|个[ge4],Group 51
装,裝,zhuāng,zhuang1,2,二级,adornment/to adorn/dress/clothing/costume (of an actor in a play)/to play a role/to pretend/to install/to fix/to wrap (sth in a bag)/to load/to pack,Group 51
准确,準確,zhǔn què,zhun3 que4,2,二级,accurate; exact; precise,Group 51
字典,字典,zì diǎn,zi4 dian3,2,二级,"Chinese character dictionary (containing entries for single characters, contrasted with a 詞典|词典[ci2 dian3], which has entries for words of one or more characters)/(coll.) dictionary/CL:本[ben3]",Group 51
自己,自己,zì jǐ,zi4 ji3,2,二级,oneself/one's own,Group 52
自行车,自行車,zì xíng chē,zi4 xing2 che1,2,二级,bicycle; bike/CL:輛|辆[liang4],Group 52
自由,自由,zì yóu,zi4 you2,2,二级,freedom; liberty/free; unrestricted/CL:種|种[zhong3],Group 52
走过,走過,zǒu guò,zou3 guo4,2,二级,to walk past/to pass by,Group 52
走进,走進,zǒu jìn,zou3 jin4,2,二级,to enter,Group 52
走开,走開,zǒu kāi,zou3 kai1,2,二级,to leave/to walk away/to beat it/to move aside,Group 52
组,組,zǔ,zu3,2,二级,"to form/to organize/group/team/classifier for sets, series, groups of people, batteries",Group 52
组成,組成,zǔ chéng,zu3 cheng2,2,二级,to form/to make up/to constitute,Group 52
租,租,zū,zu1,2,二级,to hire/to rent/to charter/to rent out/to lease out/rent/land tax,Group 52
组长,組長,zǔ zhǎng,zu3 zhang3,2,二级,group leader,Group 52
嘴,嘴,zuǐ,zui3,2,二级,"mouth/beak/nozzle/spout (of teapot etc)/CL:張|张[zhang1],個|个[ge4]",Group 52
最近,最近,zuì jìn,zui4 jin4,2,二级,recently/soon/nearest,Group 52
座,座,zuò,zuo4,2,二级,"seat/base/stand/(archaic) suffix used in a respectful form of address, e.g. 师座|师座[shi1 zuo4]/CL:個|个[ge4]/classifier for buildings, mountains and similar immovable objects",Group 52
做到,做到,zuò dào,zuo4 dao4,2,二级,to accomplish/to achieve,Group 52
做法,做法,zuò fǎ,zuo4 fa3,2,二级,way of handling sth/method for making/work method/recipe/practice/CL:個|个[ge4],Group 52
做饭,做飯,zuò fàn,zuo4 fan4,2,二级,to prepare a meal/to cook,Group 52
作家,作家,zuò jiā,zuo4 jia1,2,二级,"author/CL:個|个[ge4],位[wei4]",Group 52
座位,座位,zuò wèi,zuo4 wei4,2,二级,seat/CL:個|个[ge4],Group 53
作文,作文,zuò wén,zuo4 wen2,2,二级,to write an essay/composition (student essay)/CL:篇[pian1],Group 53
作业,作業,zuò yè,zuo4 ye4,2,二级,school assignment/homework/work/task/operation/CL:個|个[ge4]/to operate,Group 53
作用,作用,zuò yòng,zuo4 yong4,2,二级,"to act on; to affect/action; function; activity/impact; result; effect/purpose; intent/(suffix) -ation, -tion etc, as in 抑制作用[yi4 zhi4 zuo4 yong4], inhibition",Group 53
爱心,愛心,ài xīn,ai4 xin1,3,三级,"compassion/kindness/care for others/love/CL:片[pian4]/charity (bazaar, golf day etc)/heart (the symbol ♥)",Group 1
按,按,àn,an4,3,三级,to press/to push/to leave aside or shelve/to control/to restrain/to keep one's hand on/to check or refer to/according to/in the light of/(of an editor or author) to make a comment,Group 1
安排,安排,ān pái,an1 pai2,3,三级,to arrange/to plan/to set up/arrangements/plans,Group 1
按照,按照,àn zhào,an4 zhao4,3,三级,according to/in accordance with/in the light of/on the basis of,Group 1
安装,安裝,ān zhuāng,an1 zhuang1,3,三级,to install/to erect/to fix/to mount/installation,Group 1
把,把,bǎ,ba3,3,三级,handle,Group 1
把,把,bǎ,ba3,3,三级,handle,Group 1
把握,把握,bǎ wò,ba3 wo4,3,三级,to grasp (also fig.)/to seize/to hold/assurance/certainty/sure (of the outcome),Group 1
白,白,bái,bai2,3,三级,white/snowy/pure/bright/empty/blank/plain/clear/to make clear/in vain/gratuitous/free of charge/reactionary/anti-communist/funeral/to stare coldly/to write wrong character/to state/to explain/vernacular/spoken lines in opera,Group 1
白菜,白菜,bái cài,bai2 cai4,3,三级,"Chinese cabbage/pak choi/CL:棵[ke1], 個|个[ge4]",Group 1
板,"板,闆",bǎn,ban3,3,三级,to catch sight of in a doorway (old),Group 2
班级,班級,bān jí,ban1 ji2,3,三级,class (group of students)/grade (in school),Group 2
搬家,搬家,bān jiā,ban1 jia1,3,三级,to move house; to relocate/to remove (sth),Group 2
办理,辦理,bàn lǐ,ban4 li3,3,三级,to handle; to transact; to conduct,Group 2
搬,搬,bān,ban1,3,三级,to move (i.e. relocate oneself)/to move (sth relatively heavy or bulky)/to shift/to copy indiscriminately,Group 2
报,報,bào,bao4,3,三级,"to announce/to inform/report/newspaper/recompense/revenge/CL:份[fen4],張|张[zhang1]",Group 2
保,保,bǎo,bao3,3,三级,to defend; to protect; to keep/to guarantee; to ensure/civil administration unit in the baojia 保甲[bao3 jia3] system (old),Group 2
保安,保安,bǎo ān,bao3 an1,3,三级,to ensure public security/to ensure safety (for workers engaged in production)/public security/security guard,Group 2
保持,保持,bǎo chí,bao3 chi2,3,三级,to keep/to maintain/to hold/to preserve,Group 2
保存,保存,bǎo cún,bao3 cun2,3,三级,to conserve/to preserve/to keep/to save (a file etc) (computing),Group 2
报到,報到,bào dào,bao4 dao4,3,三级,to report for duty/to check in/to register,Group 3
报道,報道,bào dào,bao4 dao4,3,三级,"to report (news)/report/CL:篇[pian1],份[fen4]",Group 3
报告,報告,bào gào,bao4 gao4,3,三级,"to inform/to report/to make known/report/speech/talk/lecture/CL:篇[pian1],份[fen4],個|个[ge4],通[tong4]",Group 3
保护,保護,bǎo hù,bao3 hu4,3,三级,to protect/to defend/to safeguard/protection/CL:種|种[zhong3],Group 3
保留,保留,bǎo liú,bao3 liu2,3,三级,to keep/to retain/to have reservations (about sth)/to hold back (from saying sth)/to put aside for later,Group 3
保险,保險,bǎo xiǎn,bao3 xian3,3,三级,insurance/to insure/safe/secure/be sure/be bound to/CL:份[fen4],Group 3
保证,保證,bǎo zhèng,bao3 zheng4,3,三级,guarantee/to guarantee/to ensure/to safeguard/to pledge/CL:個|个[ge4],Group 3
背,"背,揹",bèi,bei4,3,三级,the back of a body or object/to turn one's back/to hide something from/to learn by heart/to recite from memory/unlucky (slang)/hard of hearing,Group 3
背,"背,揹",bèi,bei4,3,三级,the back of a body or object/to turn one's back/to hide something from/to learn by heart/to recite from memory/unlucky (slang)/hard of hearing,Group 3
被,被,bèi,bei4,3,三级,"quilt/to cover (with)/(literary) to suffer (a misfortune)/used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb)/(since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅遊|被旅游[bei4 lu:3 you2] to ""go on a trip"", for example)",Group 3
北部,北部,běi bù,bei3 bu4,3,三级,northern part,Group 3
背后,背後,bèi hòu,bei4 hou4,3,三级,behind/at the back/in the rear/behind sb's back,Group 3
被子,被子,bèi zi,bei4 zi,3,三级,quilt/CL:床[chuang2],Group 3
本来,本來,běn lái,ben3 lai2,3,三级,original/originally/at first/it goes without saying/of course,Group 3
本领,本領,běn lǐng,ben3 ling3,3,三级,"skill/ability/capability/CL:項|项[xiang4],個|个[ge4]",Group 3
本事,本事,běn shì,ben3 shi4,3,三级,ability/skill,Group 3
比较,比較,bǐ jiào,bi3 jiao4,3,三级,to compare/to contrast/comparatively/relatively/quite/comparison,Group 3
比例,比例,bǐ lì,bi3 li4,3,三级,proportion/scale,Group 3
比赛,比賽,bǐ sài,bi3 sai4,3,三级,"competition (sports etc)/match/CL:場|场[chang3],次[ci4]/to compete",Group 3
必然,必然,bì rán,bi4 ran2,3,三级,inevitable/certain/necessity,Group 4
必要,必要,bì yào,bi4 yao4,3,三级,necessary/essential/indispensable/required,Group 4
变化,變化,biàn huà,bian4 hua4,3,三级,(intransitive) to change; to vary/change; variation/CL:個|个[ge4],Group 4
变为,變為,biàn wèi,bian4 wei4,3,三级,to change into,Group 4
表达,表達,biǎo dá,biao3 da2,3,三级,to express; to convey,Group 4
表格,表格,biǎo gé,biao3 ge2,3,三级,"form/table/CL:張|张[zhang1],份[fen4]",Group 4
表面,表面,biǎo miàn,biao3 mian4,3,三级,surface/face/outside/appearance,Group 4
表明,表明,biǎo míng,biao3 ming2,3,三级,to make clear/to make known/to state clearly/to indicate/known,Group 4
标题,標題,biāo tí,biao1 ti2,3,三级,title/heading/headline/caption/subject,Group 4
表现,表現,biǎo xiàn,biao3 xian4,3,三级,to show/to show off/to display/to manifest/expression/manifestation/show/display/performance (at work etc)/behavior,Group 4
表演,表演,biǎo yǎn,biao3 yan3,3,三级,play/show/performance/exhibition/to perform/to act/to demonstrate/CL:場|场[chang3],Group 4
标准,標準,biāo zhǔn,biao1 zhun3,3,三级,standard; norm; criterion/(adjective) standard/good; correct; conforming to a standard,Group 4
并,"並,併,竝",bìng,bing4,3,三级,variant of 並|并[bing4],Group 4
并且,並且,bìng qiě,bing4 qie3,3,三级,and; besides; moreover; furthermore; in addition,Group 5
播出,播出,bō chū,bo1 chu1,3,三级,to broadcast/to air (a TV program etc),Group 5
播放,播放,bō fàng,bo1 fang4,3,三级,to broadcast; to transmit (by radio or TV),Group 5
步,步,bù,bu4,3,三级,a step/a pace/walk/march/stages in a process/situation,Group 5
布,"布,佈",bù,bu4,3,三级,cloth/to declare/to announce/to spread/to make known,Group 5
补,補,bǔ,bu3,3,三级,to repair/to patch/to mend/to make up for/to fill (a vacancy)/to supplement,Group 5
不安,不安,bù ān,bu4 an1,3,三级,unpeaceful/unstable/uneasy/disturbed/restless/worried,Group 5
不必,不必,bù bì,bu4 bi4,3,三级,need not/does not have to/not necessarily,Group 5
补充,補充,bǔ chōng,bu3 chong1,3,三级,to replenish/to supplement/to complement/additional/supplementary/CL:個|个[ge4],Group 5
不得不,不得不,bù dé bù,bu4 de2 bu4,3,三级,have no choice or option but to/cannot but/have to/can't help it/can't avoid,Group 5
不断,不斷,bù duàn,bu4 duan4,3,三级,unceasing/uninterrupted/continuous/constant,Group 5
不光,不光,bù guāng,bu4 guang1,3,三级,not the only one/not only,Group 5
不仅,不僅,bù jǐn,bu4 jin3,3,三级,"not just; not limited to/(as a correlative conjunction) not only (..., but also ...)",Group 5
不论,不論,bù lùn,bu4 lun4,3,三级,"whatever/no matter what (who, how etc)/regardless of/not to discuss",Group 6
部,部,bù,bu4,3,三级,"ministry/department/section/part/division/troops/board/classifier for works of literature, films, machines etc",Group 6
部门,部門,bù mén,bu4 men2,3,三级,department/branch/section/division/CL:個|个[ge4],Group 6
部长,部長,bù zhǎng,bu4 zhang3,3,三级,"head of a (government etc) department/section chief/section head/secretary/minister/CL:個|个[ge4],位[wei4],名[ming2]",Group 6
才能,才能,cái néng,cai2 neng2,3,三级,talent/ability/capacity,Group 6
采取,採取,cǎi qǔ,cai3 qu3,3,三级,"to adopt or carry out (measures, policies, course of action)/to take",Group 6
彩色,彩色,cǎi sè,cai3 se4,3,三级,color/multicolored/CL:種|种[zhong3],Group 6
采用,採用,cǎi yòng,cai3 yong4,3,三级,to adopt/to employ/to use,Group 6
曾经,曾經,céng jīng,ceng2 jing1,3,三级,once/already/former/previously/ever/(past tense marker used before verb or clause),Group 6
产生,產生,chǎn shēng,chan3 sheng1,3,三级,to arise; to come into being; to come about/to give rise to; to bring into being; to bring about; to produce; to engender; to generate,Group 6
长城,長城,cháng chéng,chang2 cheng2,3,三级,the Great Wall,Group 6
长处,長處,cháng chù,chang2 chu4,3,三级,good aspects/strong points,Group 6
厂,"厂,廠",chǎng,chang3,3,三级,factory/yard/depot/workhouse/works/(industrial) plant,Group 6
场合,場合,chǎng hé,chang3 he2,3,三级,situation/occasion/context/setting/location/venue,Group 7
长期,長期,cháng qī,chang2 qi1,3,三级,long term/long time/long range (of a forecast),Group 7
场所,場所,chǎng suǒ,chang3 suo3,3,三级,location/place,Group 7
超级,超級,chāo jí,chao1 ji2,3,三级,super-/ultra-/hyper-,Group 7
吵,吵,chǎo,chao3,3,三级,to quarrel/to make a noise/noisy/to disturb by making a noise,Group 7
吵架,吵架,chǎo jià,chao3 jia4,3,三级,to quarrel/to have a row/quarrel/CL:頓|顿[dun4],Group 7
朝,朝,cháo,chao2,3,三级,morning,Group 7
衬衫,襯衫,chèn shān,chen4 shan1,3,三级,shirt/blouse/CL:件[jian4],Group 7
衬衣,襯衣,chèn yī,chen4 yi1,3,三级,shirt/CL:件[jian4],Group 7
城,城,chéng,cheng2,3,三级,"city walls/city/town/CL:座[zuo4],道[dao4],個|个[ge4]",Group 7
程度,程度,chéng dù,cheng2 du4,3,三级,degree; level; extent,Group 7
成功,成功,chéng gōng,cheng2 gong1,3,三级,"success/to succeed/CL:次[ci4],個|个[ge4]",Group 7
成果,成果,chéng guǒ,cheng2 guo3,3,三级,result/achievement/gain/profit/CL:個|个[ge4],Group 7
成就,成就,chéng jiù,cheng2 jiu4,3,三级,accomplishment/success/achievement/CL:個|个[ge4]/to achieve (a result)/to create/to bring about,Group 7
成立,成立,chéng lì,cheng2 li4,3,三级,to establish/to set up/to be tenable/to hold water,Group 7
城市,城市,chéng shì,cheng2 shi4,3,三级,city; town/CL:座[zuo4],Group 8
成熟,成熟,chéng shú,cheng2 shu2,3,三级,mature; ripe/to mature; to ripen/Taiwan pr. [cheng2 shou2],Group 8
称为,稱為,chēng wéi,cheng1 wei2,3,三级,"to be called; to be known as; to call it ""...""",Group 8
成员,成員,chéng yuán,cheng2 yuan2,3,三级,member,Group 8
成长,成長,chéng zhǎng,cheng2 zhang3,3,三级,to mature/to grow/growth,Group 8
